0_300k,True,0.00165754666542957,68,1846,22,0.0119176598049837,0.323529411764706,GO:0099072,GO:BP,regulation of postsynaptic membrane neurotransmitter receptor levels,17916,22597,GO:0065008,"IBA IEA,IEA,IEA,IEA,IEA,IBA IEA,IEA,IEA,IEA,IBA,IEA,IEA,IEA,IEA,IBA IEA,IBA,IEA,IEA,IBA IEA,EXP IDA IMP,IBA,IBA","DNM3,PRKCZ,SNAP47,CLSTN1,DRD3,GRIP2,USP46,CPLX1,MAPK10,LRRC1,ADAM22,LGI1,DLG2,EFNB2,GPC6,GPHN,GSG1L,SHISA6,ARHGAP44,ITGB3,MX2,MX1"
0_300k,True,0.00178917873087087,706,1846,114,0.0617551462621885,0.161473087818697,GO:0048514,GO:BP,blood vessel morphogenesis,17916,15053,"c(""GO:0001568"", ""GO:0035239"")","IEA,IEA,IDA IBA IEA,ISS IEA,TAS IEA,IMP,IEA,IBA IEA,ISS IEA,NAS IEA,ISS IEA,IEA,IEA,IMP,IEA,IDA,IEA,ISS IEA,ISS IEA,IMP,IEP,IDA,ISS IEA,IMP,IEA,IDA,ISS IEA,IBA IEA,IMP,NAS,IEA,IEP,TAS,IEA,IMP ISS,ISS,IMP,IMP,IDA IGI,ISS,IEP,IEA,IDA,ISS IEA,IGI IEA,IMP,NAS,IMP,IDA IGI,IBA,ISS IEA,IMP IEA,ISS IEA,IEA,IDA IEA,ISS,IBA TAS IEA,IMP,IEA,ISS,IEA,IEA,IDA IMP ISS IBA IEA,ISS,ISS IEA,ISS IEA,IEA,ISS,IMP,ISS IEA,IEA,IEA,IEA,ISS,ISS IEA,IMP,IBA,IEA,IEA,ISS,IEA,IDA,IEA,IDA IBA IEA,IMP IEA,IMP ISS IBA IEA,IMP IGI,IMP IGI IEA,ISS IEA,IMP,NAS,IDA IMP ISS IEA,IMP,IMP,ISS IEA,IEA,IEA,ISS IEA,IEA,IDA IBA,TAS,ISS IEA,IEA,IMP IEA,IMP,IEA,ISS IEA,IMP,IMP ISS NAS IEA,IBA,IMP,IDA,IMP,ISS","VAV3,PRRX1,VASH2,PROX1,HSPG2,AGO1,COL8A2,ACVR1,LRP2,NRP2,NRXN1,TGFA,DYSF,MYLK,HEG1,EPHB1,WNT7A,CCR2,ADAMTS9,ROBO1,EMCN,EGF,ENPEP,GAB1,FBXW7,FGFBP1,HPGD,VEGFC,SLIT2,CXCL13,ARHGAP24,PKD2,SPINK5,SGCD,RASA1,SEMA5A,ADTRP,SASH1,SMOC2,SRPK2,NRCAM,THSD7A,HIPK2,SHH,MEOX2,HDAC9,GPNMB,AQP1,BMPER,RAMP3,SEMA3E,KRIT1,ASB4,ZFPM2,ANGPT1,GATA4,PTK2,LOXL2,FGFR1,SFRP1,EYA1,ABL1,TEK,SLC1A1,TMEM2,SYK,FGF8,FGFR2,ADAM12,ALOX5,ARHGAP22,ZMIZ1,PTEN,HHEX,PARVA,STIM1,AMOTL1,ARID2,MMP19,LRP1,PTPRB,DCN,ELK3,EFNB2,COL4A1,FLT1,STARD13,PRKD1,NRXN3,CHRNA7,SLC12A6,DLL4,RORA,PKM,CTSH,ANPEP,NPRL3,PRKCB,MMP2,CDH13,ITGB3,NOG,BCAS3,PIK3R6,ROCK1,TCF4,CCBE1,PTPRM,JAG1,ISM1,RIN2,PLCG1,PTGIS,RUNX1"
0_300k,True,0.00486417128270461,42,1846,16,0.008667388949079091,0.38095238095238093,GO:1903539,GO:BP,protein localization to postsynaptic membrane,17916,26767,"c(""GO:0062237"", ""GO:0072657"", ""GO:1990778"")","IEA,IEA,IEA,IBA IEA,IEA,IEA,IBA,IEA,IEA,IEA,IEA,IBA IEA,IBA,IEA,IEA,IBA IEA","PRKCZ,SNAP47,CLSTN1,GRIP2,CPLX1,MAPK10,LRRC1,ADAM22,LGI1,RAPSN,DLG2,GPC6,GPHN,GRIN2A,SHISA6,ARHGAP44"
0_300k,True,0.00763028003549592,144,1846,34,0.0184182015167931,0.236111111111111,GO:0031644,GO:BP,regulation of nervous system process,17916,8475,"c(""GO:0044057"", ""GO:0050877"")","ISS IEA,IEA,IEA,ISS IEA,IEA,ISS,ISS IEA,IDA IEA,IGI ISS IEA,IMP,IEA,IEA,IMP,IEA,IDA,IEA,IMP IBA,ISS,ISS IEA,ISS,ISS,ISS IEA,IEA,ISS IEA,IEA,ISS IEA,ISS,IEA,IEA,IEA,IEA,IEA,IEA,IGI","PRKCZ,SLC9A1,OPRD1,NRXN1,IGSF11,MGLL,TMEM108,WNT7A,NLGN1,FGF12,FAM19A4,ADRB2,GLRA1,ITGA2,CARTPT,HOMER1,TNFRSF21,RIMS1,RELN,RIMS2,PARD3,PTEN,IGSF9B,TENM4,CTSC,MTMR2,CHRNA7,SHISA9,ABAT,SHISA6,CELF4,SH3GL1,CST7,APP"
0_300k,True,0.008252459709100029,30,1846,13,0.007042253521126759,0.4333333333333329,GO:0071711,GO:BP,basement membrane organization,17916,19968,GO:0030198,"IDA,IBA,TAS,IMP IGI,IEA,IMP IGI,IMP,IBA,IEA,IBA,IMP,ISS IEA,IEA","CTSS,LAMB3,NID1,CLASP1,FSHR,PHLDB2,CLASP2,LAMB4,GAS2,NTN4,COL4A1,FLRT2,FERMT1"
0_300k,True,0.0139899120260169,45,1846,16,0.008667388949079091,0.3555555555555561,GO:0098815,GO:BP,modulation of excitatory postsynaptic potential,17916,22464,"c(""GO:0009966"", ""GO:0031644"", ""GO:0042391"", ""GO:0050804"", ""GO:0060079"")","ISS IEA,ISS IEA,IEA,ISS IEA,IDA IEA,IGI ISS IEA,IEA,ISS,ISS IEA,ISS,ISS IEA,ISS IEA,ISS,IEA,IEA,IGI","PRKCZ,NRXN1,IGSF11,TMEM108,WNT7A,NLGN1,ADRB2,RIMS1,RELN,RIMS2,PTEN,MTMR2,CHRNA7,CELF4,SH3GL1,APP"
0_300k,True,0.0147124315707952,234,1846,47,0.0254604550379198,0.20085470085470106,GO:0048738,GO:BP,cardiac muscle tissue development,17916,15255,"c(""GO:0007507"", ""GO:0014706"")","IEA,ISS IEA,IEA,ISS IEA,IBA,IEA,IMP,ISS IEA,IMP IBA,IEA,ISS IEA,ISS,ISS IEA,IEA,IEA,ISS IEA,ISS,ISS IEA,IBA IEA,IEA,IEA,IMP ISS IEA,IBA IEA,IBA,IBA,IEA,IDA ISS IEA,IEA,IEA,IMP,ISS,IMP IBA,IEA,IEA,IEA,IEA,IGI,ISS IEA,ISS,ISS IEA,ISS IEA,IEA,IEA,ISS IEA,IEA,IMP,ISS","COL11A1,PROX1,ACTN2,RYR2,MYOM3,SLC9A1,ACVR1,LRP2,TTN,CREB1,ERBB4,SLC8A1,VGLL4,HEG1,RARB,ADAMTS9,SORBS2,PDLIM5,SGCD,JARID2,PI16,ZFPM2,GATA4,SGCZ,MYOM2,ADRA1A,NRG1,FGFR1,RXRA,FGF8,FGFR2,NEBL,PTEN,TENM4,NOX4,ARID2,FRS2,EFNB2,AKAP6,MEF2A,DLL4,NPRL3,RARA,NOG,FHOD3,ALPK2,FKBP1A"
0_300k,True,0.0162824539697382,228,1846,46,0.0249187432286024,0.201754385964912,GO:0007163,GO:BP,establishment or maintenance of cell polarity,17916,3098,GO:0009987,"IBA TAS IEA,ISS IEA,ISS IBA IEA,IEA,TAS,IDA IMP IGI ISS NAS,IBA,IEA,IEA,ISS IEA,IEA,TAS,IEA,ISS IEA,IMP,TAS,IEA,IBA,IMP,IEA,IMP,IMP,IMP,TAS,IEA,ISS IEA,IBA,IMP,IMP IEA,IDA,IMP,IEA,ISS IBA TAS IEA,IBA,ISS IBA IEA,ISS IBA IEA,IBA,IBA IEA,IEA,IMP,ISS IEA,TAS,IMP,IDA,IMP IBA,IBA","CRB1,PRKCZ,SDCCAG8,KIF26B,SLC9A1,CLASP1,PARD3B,MAP2,WDPCP,EPHB1,WNT7A,CLASP2,FRMD4B,FAT1,HTT,MAP7,UST,LRRC1,DST,SHH,AQP1,KRIT1,FAM49B,PTK2,MCPH1,CDK5RAP2,MAPKAP1,TEK,DOCK8,CCL19,RAB11FIP2,FRMD4A,PARD3,RHOBTB1,PARVA,BRSK2,DLG2,AMOTL1,WEE1,MYO9A,BCAS3,ROCK1,ALPK2,FERMT1,PARVB,PARVG"
0_300k,True,0.0196382969975055,3307,1846,411,0.22264355362946894,0.12428182642878698,GO:0033036,GO:BP,macromolecule localization,17916,9271,GO:0051179,"IDA,IEA,IDA,IEA,TAS IEA,IBA IEA,ISS,IEA,IEA,ISS IEA,IDA,IBA TAS IEA,IEA,ISS IEA,IDA,ISS,IDA,IEA,IEA,IMP,IMP IEA,IDA,IEA,IEA,IDA,IMP,IBA IEA,ISS,IEA,IBA,IDA IBA IEA,IEA,IEA,IEA,IDA ISS,TAS,TAS,IMP IBA TAS IEA,IDA IEA,TAS IEA,IEA,IBA TAS,IMP IGI,TAS,IBA,IBA,IEA,ISM,IBA,ISS IEA,IEA,TAS,IDA,IBA,IDA,IEA,IEA,TAS,IEA,IDA TAS,IMP,IEA,TAS IEA,IDA IBA,ISS IEA,IMP IGI IEA,IEA,ISS IBA IEA,IEA,IEA,IDA,TAS IEA,TAS,IBA TAS,IMP,ISS,IBA IEA,IDA IEA,IEA,IMP,IMP,IBA,TAS,IBA IEA,IEA,TAS IEA,IBA IEA,IMP IBA IEA,IMP,IBA IEA,ISS IEA,IBA,IEA,IMP,ISS IBA IEA,IDA IMP,ISS IEA,IDA IMP ISS IBA IEA,TAS,IMP IGI IEA,TAS,IDA,IEA,IEA,IDA,IBA,ISS IEA,IEA,IEA,IEA,IDA IEA,IEA,IGI ISS IBA IEA,IBA,IEA,IBA,IMP ISS,IDA IEA,IBA,IEA,ISS,IEA,IDA,IEA,IEA,TAS,IMP IBA IEA,IEA,IDA,IBA,IEA,IDA IGI IBA IEA,ISS,IEA,IEA,IEA,IMP,ISS IEA,IMP,IMP,IEA,TAS,ISS IEA,IBA IEA,NAS IEA,IEA,HMP,IEA,IEA,IBA NAS IEA,IDA,IEA,IEA,IBA,IEA,IDA IBA TAS IEA,IEA,IEA,IEA,ISS TAS IEA,IMP,ISS,ISS,IBA IEA,IMP,IBA,IEA,IDA IMP TAS NAS IC IEA,IBA,IMP,TAS,ISS IEA,ISS IBA IEA,IBA,IEA,NAS IEA,IDA IBA,IMP,IEA,IEA,IEA,ISS IBA IEA,IMP IGI IEA,IEA,IBA IEA,IEA,IDA,ISS IEA,HMP,TAS,ISS,IDA ISS IEA,ISS IEA,IDA,IEA,IMP IEA,IMP IEA,IBA IEA,IEA,IDA IBA IEA,IDA,IMP IBA IEA,ISS IEA,ISS IBA IEA,IEA,IEA,IEA,IEA,IMP,ISS IEA,IDA IEA,IEA,ISS IEA,IEA,IDA,ISS IBA IEA,IMP IBA,NAS,IDA,IDA IBA,IBA,IEA,IEA,IEA,IMP,IBA TAS IEA,IBA,IMP IEA,TAS,IEA,ISS IEA,ISS,TAS IEA,IEP,IMP ISS IEA,IMP IEA,IMP TAS,IBA IEA,IEA,ISS IEA,TAS,IEA,IBA,IMP IEA,IEA,IEA,ISS IBA IEA,ISS IEA,IMP IGI ISS IBA,IMP,IMP,IEA,IDA IMP IC,IEA,IEA,ISS,IBA TAS IEA,IDA,IEA,IEA,IGI IEA,ISS IEA,IMP ISS NAS IC IEA,IMP ISS,IDA,IEA,IDA IBA NAS IEA,TAS,HMP IBA,IMP,IEA,IDA TAS IEA,IDA IMP,IEA,IEA,IDA IBA IEA,IBA,ISS IBA IEA,IDA IEA,IEA,TAS,IEA,IEA,IEA,IEA,IEA,IPI IBA,ISS IEA,IDA IMP IEP ISS IEA,IEA,IEA,IBA,TAS,IMP,IDA IMP,TAS,IGI ISS NAS IEA,IDA IBA TAS IEA,IMP ISS IEA,IEA,IEA,IBA,IMP,IBA IEA,IEA,IEA,IDA,IBA,IBA IEA,IDA ISS IBA TAS IEA,IEA,IDA IEA,IDA IMP IBA,IEA,IEA,NAS,IDA IMP TAS IEA,IEA,IMP,TAS,IDA IBA,IMP TAS,IMP,IDA IBA,IBA NAS IEA,IEA,ISS IEA,IBA IEA,IEA,IEA,IC IEA,IDA,IEA,IEA,IDA IBA,IEA,IMP IBA TAS IEA,IMP,IMP,TAS IEA,IEA,IMP IEA,IDA IMP IBA IC IEA,IEA,TAS,IEA,NAS,IEA,IEA,IEA,IBA IEA,IEA,ISS IEA,IBA IEA,IEA,IDA IMP IEA,IBA TAS IEA,IEA,IDA,IEA,EXP IDA IMP ISS,IDA IEA,ISS IEA,IEA,IBA,IBA,IEA,IBA,IBA,IMP IGI,IEA,IMP,IDA IMP,IEA,ISS IBA IEA,IMP,ISS IEA,TAS IEA,IBA IEA,IDA,TAS IEA,NAS,IMP,IGI,IDA,IEA,ISS,NAS IEA,IBA IEA,IEA,IGI,IDA ISS TAS IEA,IBA NAS IEA,IBA IEA,IEA,IEA,IEA,TAS,IEA,IDA IBA,IBA IEA,IBA,IEA,TAS,IDA TAS IEA,IDA,IEA,NAS IEA,IEA,ISS IEA,IBA","ENSA,SLC27A3,PYHIN1,SCYL3,KIFAP3,DNM3,TNFSF4,PADI6,CRB1,PRKCZ,KIF14,TIMM17A,NFASC,CNTN2,PTPN14,DISP1,NVL,SNAP47,DISC1,GPR137B,ACTN2,RYR2,FMN2,SMYD3,RPA2,EPB41,RAB3B,KCNAB2,ATG4C,EVI5,ABCA4,ABCD3,CLSTN1,SNX7,DPP10,LRP1B,DPP4,TTC21B,LRP2,RAPGEF4,VSNL1,TTC30B,TTN,KCNS3,TMEFF2,HSPD1,RFTN2,MPP4,PARD3B,MAP2,ERBB4,RPL37A,IRS1,SPHKAP,PID1,ATG16L1,AGAP1,AGXT,ATG4B,LTBP1,TRAPPC12,LRPPRC,PRKCE,TTC7A,NRXN1,SPTBN1,EHBP1,WDPCP,DYSF,EXOC6B,REEP1,MAL,CBLB,IFT57,PHLDB2,CD200R1,SIDT1,DRD3,IGSF11,ADCY5,HEG1,PIK3R4,TF,RAB6B,CLDN18,WNT7A,GRIP2,NMD3,TNIK,TBC1D5,NLGN1,LAMP3,OSBPL10,CLASP2,STAC,GOLGA4,MYRIP,ZDHHC3,ITPR1,EDEM1,CACNA1D,FAM3D,CADPS,ADAMTS9,EPHA3,ARL13B,LHFPL4,IL17RC,PPP3CA,BANK1,EGF,AP1AR,ANK2,RAB28,SLC7A11,ABCE1,FBXW7,CPE,SPCS3,VEGFC,KCNIP4,STX18,MSX1,USP46,SCFD2,FIP1L1,EXOC1,JAKMIP1,YTHDC1,TBC1D14,SORCS2,COX18,SHROOM3,FRAS1,CPLX1,MAPK10,PKD2,GRID2,TSPAN5,APC,AP3S1,HSD17B4,FBN2,SAR1B,SIL1,GRXCR2,ABLIM3,SGCD,FABP6,RANBP17,SH3PXD2B,HCN1,ITGA2,SGTB,CARTPT,TNPO1,HEXB,ATG10,GRIK2,FYN,ADTRP,MAP7,IFNGR1,STX11,ESR1,ZDHHC14,SYTL3,PARK2,POM121L2,SERPINB1,ITPR3,PACSIN1,TNFRSF21,LRRC1,RIMS1,BMP6,MRAP2,UBE2J1,RELN,COG5,NRCAM,IMMP2L,CFTR,CADPS2,EXOC4,DENND2A,BRAF,CNTNAP2,MICALL2,PRKAG2,DPP6,SHH,PTPRN2,HDAC9,IGF2BP3,BBS9,EEPD1,VPS41,GLI3,RAMP3,MMD2,WIPI2,FZD9,MAGI2,PCLO,ADAM22,GNGT1,VPS13B,UBR5,RIMS2,ANGPT1,SYBU,ADCY8,OC90,WISP1,MSR1,ZDHHC2,CLN8,SFRP1,SPIDR,XKR4,LYN,MCPH1,DENND1A,ODF2,NUP188,EXOSC2,ABL1,RXRA,TRAF2,RFX3,CCL19,APBA1,PCSK5,SYK,ABCC2,ADRA2A,VTI1A,PNLIP,RAB11FIP2,UPF2,DMBT1,PRPF18,FRMD4A,ITGA8,GPR158,PARD3,ALOX5,ANK3,H2AFY2,VCL,SFTPA1,HHEX,EXOC6,LGI1,SORBS1,DYNC2H1,IL10RA,TRIM29,GRAMD1B,SNX19,ARNTL,BRSK2,USH1C,SERGEF,ANO3,OSBPL5,CAT,ATG13,ARHGAP1,RAPSN,NUP160,FRMD8,FCHSD2,SYT9,TUB,RAB30,DLG2,PANX1,SWAP70,KLRF2,CHST11,PTPN11,RPH3A,ABCB9,PITPNM2,LRP6,RILPL1,SCARB1,ERC1,SLC15A5,SLCO1C1,CACNA1C,TM7SF3,PRICKLE1,KCNA5,LRP1,NUP107,CEP290,ANKS1B,EFNB2,GRTP1,CENPJ,ATP8A2,NBEA,COG6,LCP1,GPC5,GPC6,IPO5,SLC15A1,AMN,PACS2,LRP10,PRKD1,AKAP6,NFKBIA,KTN1,KIAA0586,PRKCH,GPHN,IFT43,CEP128,TTC7B,ATP10A,SNAP23,FBN1,ATP8B4,WDR72,PYGO1,LIPC,CORO2B,SNUPN,AP3S2,SLCO3A1,GRIN2A,IFT140,ABCC1,ANKS4B,PRKCB,GSG1L,FTO,CETP,CNGB1,ATP6V0D1,SMPD3,RBFOX1,COG4,ATP2C2,ABAT,CHMP1A,SPIRE2,SHISA6,ARHGAP44,RPH3AL,MYO1C,AKAP10,ASIC2,GAS2L2,SPNS3,ITGB3,COL1A1,BCAS3,TEX2,ABCA8,ABCA10,MAP2K6,SEPT9,RAB40B,ROCK1,OSBPL1A,RIT2,LIPG,STARD6,RAB27B,CCDC68,TNFRSF11A,BCL2,RAB12,OLFM2,CACNA1A,MEX3D,PDCD5,NPHS1,ATCAY,GRIK5,TRPM4,AP2A1,RANBP3,PALM,FKBP1A,KCNB1,ATP9A,RAB22A,LAMA5,FERMT1,ARFGAP1,HAO1,TIAM1,MRAP,MX2,MX1,IL17RA,ATP6V1E1,BID,GAS2L1,OSBP2,TOM1,APOL6,CELSR1,TBC1D22A"
0_300k,True,0.0228262677963149,28,1846,12,0.00650054171180932,0.42857142857142894,GO:0099560,GO:BP,synaptic membrane adhesion,17916,22707,"c(""GO:0050808"", ""GO:0098742"")","IGI IEA,IEA,IDA IMP,IEA,IEA,IDA IMP IBA IEA,IEA,IGI IEA,IDA IMP,IBA,IBA IEA,IDA IMP IBA","NTNG1,NRXN1,SLITRK3,NLGN1,CDH9,PTPRD,IGSF9B,LRRC4C,SLITRK1,GPC6,LRFN5,PTPRS"
